,Analysis,Polarity,Profanity,Subjectivity,author id,compound,for,id,neg,neu,pos,text,type,Gender,Activist
194,Neutral,0.0,False,0.0,3196664426,0.533,1033134218904256513,1518925390164729857,0.0,0.867,0.133,"Hey  how’s life w kids in college? 
Hey  how’s it feel to be launching your dream?
Hey  sis, how’s the body doing today? 

Wishing each of you a cup-filling week. 💜",Mention,Female,True
195,Positive,0.3,False,0.7,993957090,0.5859,1033134218904256513,1518804460348211201,0.0,0.902,0.098,      _Statesman  I don’t think I’ve ever read a news story that did such an amazing job of detailing the library book reconsideration process and all of the issues involved. Freadom ,Mention,Female,True
196,Neutral,0.0,False,0.0,993539384,0.636,1033134218904256513,1518747002686869505,0.0,0.589,0.411,Follow. Follow. Follow! Congratulations  redclayed https://t.co/GpzwtZTndL,Mention,Female,True
197,Neutral,0.0,False,0.1,379209090,0.0,1033134218904256513,1518661237760045057,0.0,1.0,0.0, _Teach  Following.,Mention,Female,True
198,Positive,0.9765625,False,0.6,3394364847,0.7249,1033134218904256513,1518543489016942592,0.0,0.441,0.559,  Love the name!!!,Mention,Female,True
199,Positive,0.4010416666666666,False,0.7083333333333333,1018994239017975811,0.7644,1033134218904256513,1518453090466336771,0.0,0.378,0.622,  Super excited about this!,Mention,Female,True
200,Positive,0.625,False,0.5,1634366036,0.0,1033134218904256513,1518441552602796032,0.0,1.0,0.0,   This is PHENOMENAL!,Mention,Female,True
201,Positive,0.4375,False,0.625,1265347229944098816,0.7915,1033134218904256513,1518392709387472896,0.0,0.611,0.389,  I'm so excited to learn more about this soon. Congratulations 🎉🎉,Mention,Female,True
202,Positive,0.5625,False,0.8500000000000001,3359404444,0.835,1033134218904256513,1518383628132233222,0.0,0.388,0.612,   Amazing twin! So exciting! 💜,Mention,Female,True
203,Positive,0.7,False,0.6000000000000001,1247684792826712064,0.4404,1033134218904256513,1518371789138759681,0.0,0.884,0.116,"   - Hey, Twin. I had to let you know about this. I took a virtual institute co-led by her &amp; it was so,so good.",Mention,Female,True
204,Neutral,0.0,False,0.1,1012678974915432448,0.0,1033134218904256513,1518371254004240388,0.0,1.0,0.0,Following  immediately! Can’t wait to see what Dr.  has in store for us! https://t.co/oOBriUbk64,Mention,Female,True
205,Positive,0.625,False,0.5,1064575621240692736,0.0,1033134218904256513,1518371038165278720,0.0,1.0,0.0,  Can't wait to learn more!,Mention,Female,True
206,Positive,0.75,False,1.0,1246061228,0.8264,1033134218904256513,1518365948356476929,0.0,0.539,0.461,  This is awesome! So glad you’re at the helm.,Mention,Female,True
207,Neutral,0.0,False,0.0,1633740684,0.0,1033134218904256513,1518345561002414081,0.0,1.0,0.0,  I’m here for it!,Mention,Female,True
208,Neutral,0.0,False,0.0,2759385160,0.0,1033134218904256513,1518324277757493248,0.0,1.0,0.0,   answer to our “where do we start?”,Mention,Female,True
209,Positive,0.375,False,0.75,2292669442,0.34,1033134218904256513,1518309774189858817,0.0,0.625,0.375,Beyond excited for  https://t.co/TCkZmdQN6t,Mention,Female,True
210,Positive,0.375,False,0.8,23267233,0.5838,1033134218904256513,1518307425253613568,0.0,0.514,0.486,   So exciting!,Mention,Female,True
211,Positive,0.3333333333333333,False,0.8333333333333334,1271810936823853056,0.9023,1033134218904256513,1518306536153661440,0.0,0.351,0.649,  Hooray! Congratulations ♥️🙏🏾The world is so lucky.,Mention,Female,True
212,Neutral,0.0,False,0.0,476759400,0.0,1033134218904256513,1518303721670729729,0.0,1.0,0.0,   Co-sign!,Mention,Female,True
213,Positive,0.252840909090909,False,0.5511363636363636,716748437035687936,0.8596,1033134218904256513,1518301042533748736,0.0,0.612,0.388,Congrats to DR.  on her new venture  I am so excited to see what comes next :),Mention,Female,True
214,Positive,0.375,False,0.8,43265304,0.5411,1033134218904256513,1518294527685152770,0.0,0.72,0.28,This is exciting news from Dr. ! Follow . https://t.co/ni13PgQJjn,Mention,Female,True
215,Negative,-0.087890625,False,0.25,29549170,0.854,1033134218904256513,1517706728812519425,0.045,0.708,0.246,"Thinking of gathering with folks from past IRELs for Institute 1 in DC; feeling like I'm waiting for homecoming; and I cannot wait!!! 

Thank you , , &amp;  for supporting the heartwork of  &amp;
, two visionary leaders!",Mention,Female,True
216,Positive,0.3291666666666666,False,0.45,29549170,0.784,1033134218904256513,1517706715088756736,0.0,0.843,0.157,"After spending 1 fall Saturday learning from  &amp;  during separate social justice sessions, I drove about 12hrs to-and-from UNH, confident that an institute featuring both of them together would provide needed fuel for SY 19-20. FORESIGHT was 20/20! https://t.co/t9uVpQgTzj",Mention,Female,True
217,Negative,-0.0388888888888888,False,0.3444444444444444,1250575862291820544,0.0258,1033134218904256513,1517672201230503937,0.0,0.948,0.052,    Can you describe the 'mechanism' that prevented my 9 year old Black classmate from understanding long division? https://t.co/ne6YuvwqdO,Mention,Female,True
218,Negative,-0.275,False,0.6000000000000001,2417384400,-0.6468,1033134218904256513,1517325840970919936,0.28,0.72,0.0,  This cannot be real ! 🤦🏾‍♀️. Sometimes I really hate it here.,Mention,Female,True
219,Neutral,0.0,False,0.0,930022273,0.0,1033134218904256513,1517301961653112832,0.0,1.0,0.0,_cruz  I cannot wait to see what you’ve planned! I’m,Mention,Female,True
220,Positive,0.625,False,0.5,1526846430,0.0,1033134218904256513,1517265400827834368,0.0,1.0,0.0,_cruz  Looking forward to learning more!,Mention,Female,True
221,Neutral,0.0,False,0.0,2371204159,0.0,1033134218904256513,1517264946714726400,0.0,1.0,0.0,_cruz  Ooooh! Can’t wait!,Mention,Female,True
222,Positive,0.1988095238095238,False,0.5571428571428572,743500614,0.8122,1033134218904256513,1517264788979605513,0.0,0.656,0.344, and I spent all day planting something pretty special 🥰 Can’t wait to share what will be blooming soon! https://t.co/bAmIGTRRaI,Mention,Female,True
223,Positive,0.3083333333333333,False,0.7666666666666666,87305804,0.9168,1033134218904256513,1517210311685816321,0.0,0.704,0.296,"Registration is now OPEN for IREL22! We are thrilled to join , , and the amazing facilitators for this important work.

Interested in the D.C. institute in July, made possible by ? Don't delay—only 100 spots&gt;&gt;&gt; https://t.co/fyiNXPRzao https://t.co/Zskr5sFuoE",Mention,Female,True
224,Neutral,0.0,False,0.0,111462090,0.0,1033134218904256513,1517185906083569664,0.0,1.0,0.0,Catch up on season 1 &amp; season 2 of the BlackCreatorsSeries with  https://t.co/10wkJ96yLZ TCRWP https://t.co/awsSjK9NFu,Mention,Female,True
225,Neutral,0.0,False,0.0,7606912,0.0,1033134218904256513,1517092800478818305,0.0,1.0,0.0, done! &lt;3,Mention,Female,True
226,Negative,-0.0714285714285714,False,0.1428571428571428,696113,0.5423,1033134218904256513,1516917641465810944,0.043,0.835,0.122,"Join   for The Institute for Racial Equity in Literacy. Registration opens on April 21. Institute 1 will be IN PERSON in Washington, D.C. and is limited to 100 attendees. Session 2 will be virtual. Save the Date: IREL22 https://t.co/njTbLY3S94 https://t.co/FHTDOttoUp",Mention,Female,True
227,Positive,0.0333333333333333,False,0.0666666666666666,87305804,0.0,1033134218904256513,1516882909407371267,0.0,1.0,0.0,"Tomorrow! We’ll post here on social and if you signed up to get the email notification, be on the lookout.    https://t.co/2ltXvTekaL",Mention,Female,True
228,Positive,0.5,False,0.9,457189703,-0.7506,1033134218904256513,1516829062089494529,0.274,0.726,0.0,.'s latest:  denies request to ban anti-racism book 'Stamped (for Kids)' https://t.co/B8pN3Wgz3H via _statesman    RachelleBaker,Mention,Female,True
229,Negative,-0.5,False,0.5,2759157750,0.4278,1033134218904256513,1516751923432640516,0.049,0.854,0.097,"✊🏿 Some  5th graders met w  SOAR (Students Organized for Anti-Racism) yesterday to discuss the YA &amp; kids’ versions of Stamped    

❤️ Vulnerable conversations &amp; student advocacy FTW antiracist antiracistleaders https://t.co/366tr0VkQ3",Mention,Female,True
230,Positive,0.1924242424242424,False,0.4833333333333334,59147433,-0.3182,1033134218904256513,1516575896383143937,0.132,0.799,0.069,"Thank you for attempting to tune in to this evening’s Black Creators Series event with  and Charles R. Smith Jr. Unfortunately, we experienced a technical difficulty while airing the live event. https://t.co/JgDmyWtQJL",Mention,Female,True
231,Neutral,0.0,False,0.0,2478778766,0.3595,1033134218904256513,1516497722186027034,0.0,0.889,0.111,Join us tonight for another episode in the BlackCreatorsSeries featuring  in conversation with  at 7:30 PM ET! https://t.co/D1JZYc2ZUL https://t.co/6bx4a0DokY,Mention,Female,True
232,Negative,-0.5,False,0.3,24938348,-0.7506,1033134218904256513,1516214915052326916,0.274,0.726,0.0,Effort to ban book Stamped by    fails in Oregon  school district: https://t.co/fM6Iht6UUd  _Statesman ,Mention,Female,True
233,Neutral,0.0,False,0.0,111462090,0.0,1033134218904256513,1516100517528748042,0.0,1.0,0.0,"   
April 19th is the Next Episode with Charles R Smith
https://t.co/V9QmC5YBFF See you on the TCRWP facebook page 730PM ET https://t.co/o2ERbo7YWM",Mention,Female,True
234,Positive,0.6,False,0.7,87305804,0.7088,1033134218904256513,1516007381485957121,0.0,0.856,0.144,"Registration opens on 🗓 Thurs., 4/21🗓 for BOTH institutes!

 and  are thrilled to be in-person this July with the support of .

Get details and sign up for an email reminder once reg. opens: https://t.co/oQb7y1rYME https://t.co/l6K38qBlmM",Mention,Female,True
235,Neutral,0.0,False,0.0,111462090,0.0,1033134218904256513,1515738113728995330,0.0,1.0,0.0,"   
April 19th is the Next Episode with Charles R Smith
https://t.co/V9QmC5YBFF See you on the TCRWP facebook page 730PM ET https://t.co/s1iE5Ise28",Mention,Female,True
236,Neutral,0.0,False,0.0,878052148516450304,0.0,1033134218904256513,1515125296231587846,0.0,1.0,0.0,       https://t.co/koaTTgofmO,Mention,Female,True
237,Positive,0.6,False,0.7,87305804,0.7088,1033134218904256513,1515084046501560331,0.0,0.856,0.144,"Registration opens on 🗓 Thurs., 4/21🗓 for BOTH institutes!

 and  are thrilled to be in-person this July with the support of .

Get details and sign up for an email reminder once reg. opens: https://t.co/NZ1zKMr7PS https://t.co/o2LQRyzUUq",Mention,Female,True
238,Positive,0.225,False,0.4666666666666667,87305804,0.8826,1033134218904256513,1514719700323901445,0.0,0.796,0.204,"So exciting! And—Did you know?

…. if you visit this blog for info you have the option of giving your email to ensure you are on the email list when registration is officially open! Totally worth it so you don’t have to stalk social….      IREL22 https://t.co/TgHTczLH4G",Mention,Female,True
239,Neutral,0.0,False,0.0,111462090,0.0,1033134218904256513,1514649188642045959,0.0,1.0,0.0,"   
April 19th is the Next Episode with Charles R Smith
https://t.co/V9QmC5YBFF See you on the TCRWP facebook page 730PM ET https://t.co/XPVkRjArxN",Mention,Female,True
240,Positive,0.1875,False,0.6,29308791,0.8065,1033134218904256513,1514280465133318148,0.0,0.759,0.241,                    Wow! Thanks for reading them!,Mention,Female,True
241,Positive,0.4777777777777778,False,0.5444444444444444,249761835,0.8687,1033134218904256513,1514199266981466113,0.0,0.748,0.252,ABAR text set focused on Black joy curated by two senior education majors. So proud of the work they’ve done and will continue to do. 👏🏼⁦⁦⁩ ⁦⁩ ⁦⁩ ⁦⁩ ⁦⁩ ⁦⁩ https://t.co/NaJFCdOqNG,Mention,Female,True
242,Neutral,0.0,False,0.0,66965904,0.0,1033134218904256513,1514055883420016640,0.0,1.0,0.0,                   ,Mention,Female,True
243,Positive,0.043560606060606,False,0.3280723905723905,481456319,-0.296,1033134218904256513,1514013947946586117,0.074,0.857,0.07, That’s for sure. Lived in our bones through the event and night—saw it in how we contracted. And I wish I’d say it’s the past but the next thing’ll happen at some other event and we thinking back on that as we process the new trauma.,Mention,Female,True
244,Neutral,0.0,False,0.0,7606912,0.0,1033134218904256513,1512748534713491456,0.0,1.0,0.0,  ❤️❤️❤️❤️❤️❤️❤️❤️❤️,Mention,Female,True
245,Neutral,0.0,False,0.0,7606912,0.0,1033134218904256513,1512748432989036544,0.0,1.0,0.0,  ❤️❤️❤️❤️❤️❤️❤️❤️❤️,Mention,Female,True
246,Positive,0.4166666666666667,False,0.4444444444444444,233627920,0.858,1033134218904256513,1512516711567790085,0.0,0.812,0.188,"Mark your calendars!!!!

Registration for IREL22 opens 4/21!!! 

Dr.  and I are back, IN PERSON, for the first institute at the beautiful Martin Luther King, Jr. Memorial Library in DC! 

Can’t join us in DC? Join us in August for our virtual institute! https://t.co/SKzoDI4lj7",Mention,Female,True
247,Neutral,0.0,False,0.0,2722301308,0.4559,1033134218904256513,1512456982904643588,0.0,0.931,0.069,"Register today to engage with this virtuallydifferent line up of featured speakers June 14&amp;15 for $25! We're all virtual, so you can learn with        in the office, at home, or on the beach! https://t.co/ZKnfL3oVHy",Mention,Female,True
248,Neutral,0.0,False,0.0,111462090,0.0,1033134218904256513,1512113732721299464,0.0,1.0,0.0,"   
April 19th is the Next Episode with Charles R Smith
https://t.co/V9QmC5YBFF See you on the TCRWP facebook page 730PM ET https://t.co/hYM3DY06tc",Mention,Female,True
249,Positive,0.0454545454545454,False,0.1515151515151515,20686986,-0.296,1033134218904256513,1512097930785824779,0.178,0.673,0.149,"We've released a second Read Woke Books teaching guide corresponding to the new series American Slavery and the Fight for Freedom. This guide was created by . Download it now at https://t.co/5RUBMX6rHo
",Mention,Female,True
250,Neutral,0.0,False,0.0,854115848549785604,0.4574,1033134218904256513,1512042942579580933,0.0,0.667,0.333,      💯 Yes!,Mention,Female,True
251,Neutral,0.0,False,0.0,13053092,0.0,1033134218904256513,1511980803005329411,0.0,1.0,0.0,      https://t.co/tcC2j1Tqey,Mention,Female,True
252,Neutral,0.0,False,0.0,1010976275920384001,0.296,1033134218904256513,1511894450989010944,0.0,0.761,0.239,      Oh yeah,Mention,Female,True
253,Positive,0.5,False,0.6,1423621853508247553,0.938,1033134218904256513,1511813786990256137,0.0,0.449,0.551,          Love love love this!!!❤️📚❤️,Mention,Female,True
254,Positive,0.4833333333333333,False,0.5666666666666668,21053489,0.8858,1033134218904256513,1511750963283042312,0.0,0.698,0.302,          Thank you so much for those kind words! I love seeing how the book resonates with students. 🧡💙,Mention,Female,True
255,Positive,0.1041666666666666,False,0.7333333333333334,75392032,0.9762,1033134218904256513,1511749271833366531,0.0,0.615,0.385,           my apologies for not tagging you. :-(  The two of you have created a masterpiece! We LOVE the way your drawings brought the words to life!  And I LOVE the inspirations that you shared for the characters!,Mention,Female,True
256,Positive,1.0,False,1.0,21053489,0.784,1033134218904256513,1511736062758072332,0.0,0.761,0.239,"           thank you for tagging me, it's awesome to see students recreating the poster!",Mention,Female,True
257,Positive,0.625,False,0.6,793702225,0.6696,1033134218904256513,1511655380337704962,0.0,0.71,0.29,          I love them!,Mention,Female,True
258,Positive,0.9765625,False,0.6,201781612,0.7249,1033134218904256513,1511560097851314177,0.0,0.663,0.337,         Love it!!!,Mention,Female,True
259,Neutral,0.0,False,0.0,977321209565274112,0.4574,1033134218904256513,1511559444014014468,0.0,0.667,0.333,      Yes!,Mention,Female,True
260,Positive,0.3166666666666666,False,0.7333333333333334,630608702,0.8516,1033134218904256513,1511540546325602309,0.0,0.517,0.483,  _Educator  Sounds like some powerful and important dialogue. Thanks for joining us!,Mention,Female,True
261,Positive,0.440340909090909,False,0.74375,1634366036,0.9286,1033134218904256513,1511536548352708608,0.0,0.73,0.27,Today’s  live with  and _Educator was outstanding! Ss wanted to discuss whether or not they were “privileged” like the Ss he spoke of since they’re in Gifted Magnet. Love when discussions happen organically. I wish you could’ve been there. https://t.co/yPhIBRAXWD,Mention,Female,True
262,Neutral,0.0,False,0.0,1152637157988806656,0.0,1033134218904256513,1511490448648331269,0.0,1.0,0.0,      https://t.co/avgoXPC26z,Mention,Female,True
263,Neutral,0.0,False,0.0,2256999493,0.4574,1033134218904256513,1511451575687987201,0.0,0.667,0.333,      Yes!,Mention,Female,True
264,Positive,0.244140625,False,1.0,8824552,0.7156,1033134218904256513,1511430043125358596,0.0,0.724,0.276,"          Wow!! Hello, 5th graders!!",Mention,Female,True
265,Neutral,0.0,False,0.0,75392032,-0.4184,1033134218904256513,1511429090883956738,0.076,0.924,0.0,"With no prompting from me, 5th graders recreated the dust jacket poster from “This is a School!!” Look at the books they grabbed to pose with. 😍📚❤️         https://t.co/8zdi0lK8yZ",Mention,Female,True
266,Neutral,0.0,False,0.0,21062811,0.7964,1033134218904256513,1511400751498678275,0.0,0.497,0.503,      Yes yes yes. Every day.,Mention,Female,True
267,Neutral,0.0,False,0.0,874684736,0.0,1033134218904256513,1511381531251589125,0.0,1.0,0.0,      https://t.co/dG7UFWo4qR,Mention,Female,True
268,Neutral,0.0,False,0.0,2194654917,0.0,1033134218904256513,1511351551843053578,0.0,1.0,0.0,      I’d be there if my schedule permits.,Mention,Female,True
269,Positive,0.5,False,0.65,1288893686064062473,0.7482,1033134218904256513,1511351540702928903,0.0,0.86,0.14,"We're 69 days from the VirtuallyDifferent Summer Conference! Learn with , , , , ,  from the couch, pool, or beach for only $25! Summer PD at its best! Register today! https://t.co/1KjC8jDh2n https://t.co/c5Qm9Ii9jd",Mention,Female,True
270,Positive,0.5,False,1.0,2803314111,0.9022,1033134218904256513,1511346873289920512,0.0,0.558,0.442,"  D9 INSPIRED MAKE THE CONTRIBUTIONS. DONATE TO FAVORITE SCHOOL OR ORGANIZATION. WE MUST SUPPORT.
https://t.co/sxima4K7ZQ",Mention,Female,True
271,Positive,0.5,False,1.0,2803314111,0.9022,1033134218904256513,1511345342448644124,0.0,0.59,0.41,"_Books    D9 INSPIRED MAKE THE CONTRIBUTIONS. DONATE TO FAVORITE SCHOOL OR ORGANIZATION. WE MUST SUPPORT.
https://t.co/sxima4K7ZQ",Mention,Female,True
272,Neutral,0.0,False,0.0,11301722,0.0,1033134218904256513,1511300431426826242,0.0,1.0,0.0,      Where do I sign up?,Mention,Female,True
273,Neutral,0.0,False,0.0,1713687594,0.5538,1033134218904256513,1511295209967173636,0.0,0.627,0.373,      Yes!!!,Mention,Female,True
274,Neutral,0.0,False,0.0,777419184,0.0,1033134218904256513,1511197721214046210,0.0,1.0,0.0,      https://t.co/hbD51aAVzO,Mention,Female,True
275,Neutral,0.0,False,0.0,1445556633153650690,0.0,1033134218904256513,1511196580707246081,0.0,1.0,0.0,  https://t.co/4v6eRls2uO,Mention,Female,True
276,Neutral,0.0,False,0.0,1445556633153650690,0.0,1033134218904256513,1511196446132948994,0.0,1.0,0.0,_Books    https://t.co/4v6eRls2uO,Mention,Female,True
277,Neutral,0.0,False,0.0,57556312,0.4019,1033134218904256513,1511192455105765376,0.0,0.69,0.31,      Yes,Mention,Female,True
278,Positive,0.5,False,1.0,891326952442933249,0.6249,1033134218904256513,1511186375722164224,0.0,0.683,0.317,      Offer them on zoom as well :),Mention,Female,True
279,Neutral,0.0,False,0.0,33023829,0.5754,1033134218904256513,1511181419732688897,0.0,0.617,0.383,      YES!,Mention,Female,True
280,Neutral,0.0,False,0.0,43716829,0.4019,1033134218904256513,1511176879138508804,0.0,0.861,0.139,      Tell me when you want to come and we will make it happen. If you want rural teachers we will have to calendar it out well.,Mention,Female,True
281,Neutral,0.0,False,0.0,1142446854,0.508,1033134218904256513,1511159551361441798,0.0,0.646,0.354,      Yes!!,Mention,Female,True
282,Neutral,0.0,False,0.0,333663779,0.4019,1033134218904256513,1511158465124876289,0.0,0.69,0.31,      Yes,Mention,Female,True
283,Neutral,0.0,False,0.0,3892451369,0.0,1033134218904256513,1511153049946968064,0.0,1.0,0.0,      Yup,Mention,Female,True
284,Neutral,0.0,False,0.0,762834707348230144,0.0,1033134218904256513,1511144612450250755,0.0,1.0,0.0,_amy       Let's get the crew together for this one _amy,Mention,Female,True
285,Positive,1.0,False,1.0,1185584452606529537,0.659,50483003,1517630134664245252,0.0,0.477,0.523,_BrianMcGowan  Very awesome 👏🏾,Mention,Female,True
286,Positive,0.8,False,0.875,46329589,0.8748,50483003,1517603785245298689,0.0,0.722,0.278, Thank you! It was great discussing some of our antiracism work in this space. I'm proud to be part of the AU SOE family under your leadership. https://t.co/HWB6XL4pTj,Mention,Female,True
287,Positive,0.2,False,0.7,970032756163055616,0.0,50483003,1517094985472040962,0.0,1.0,0.0,  Is this only available on Kindle?,Mention,Female,True
288,Neutral,0.0,False,0.0,2733444825,0.0,50483003,1516924856633286656,0.0,1.0,0.0,Looking forward to these celebrations with cohort 1 _SchoolofEd EdD graduation2022  _Simmons3  _BrianMcGowan  _shand _decuir _e_palmer  https://t.co/q4AYyxrNgQ,Mention,Female,True
289,Positive,0.625,False,0.5,803521026,0.7345,50483003,1516789304965619714,0.0,0.844,0.156,"Thank you  for creating this phenomenal book! EVERYONE in the helping profession should include this book as part of their reading.

I will be referencing this book as part of today’s ACA Town Hall (https://t.co/nDDLIJCjBU) where we will focus on antiracism. https://t.co/YJkkbhkBGt",Mention,Female,True
290,Neutral,0.0,False,0.0,1617866203,0.5719,50483003,1514970055125377024,0.0,0.684,0.316,  _SchoolofEd He loves her. She tolerates him 😂,Mention,Female,True
291,Neutral,0.0,False,0.0,49024620,0.0,50483003,1514952432878592001,0.0,1.0,0.0, _SchoolofEd 😍,Mention,Female,True
292,Neutral,0.0,False,0.0,49024620,-0.296,50483003,1514952344533880832,0.268,0.732,0.0,  _SchoolofEd There’s a kiddo hiding too…😊,Mention,Female,True
293,Neutral,0.0,False,0.125,815335523506065408,-0.3802,50483003,1514719850647728132,0.464,0.536,0.0, Same. What a loss!,Mention,Female,True
294,Positive,0.625,False,1.0,900807445844561920,0.5551,50483003,1514696709053587469,0.0,0.661,0.339, so cute! Look at those eyes. https://t.co/TGdi1o6cwc,Mention,Female,True
295,Positive,0.625,False,1.0,530862605,0.632,50483003,1514603801470152715,0.0,0.419,0.581, _SchoolofEd 😍 so cute !,Mention,Female,True
296,Neutral,0.0,False,0.0,867109114865963009,0.0,50483003,1514598848009756676,0.0,1.0,0.0,"  _SchoolofEd OH, that face!",Mention,Female,True
297,Neutral,0.0,False,0.0,1617866203,0.4939,50483003,1514595992628350976,0.0,0.789,0.211, _SchoolofEd Petunia requests someone to save her from the toddler 😂 dogsoftwitter https://t.co/0uB3qtHkqy,Mention,Female,True
298,Positive,0.7,False,0.7,20947880,0.5106,50483003,1514588390720688129,0.0,0.752,0.248, _SchoolofEd My daughter would be delighted dog sitting for a day,Mention,Female,True
299,Positive,0.5,False,1.0,2733444825,0.4588,50483003,1514584481642033158,0.0,0.5,0.5, _SchoolofEd Too cute,Mention,Female,True
300,Positive,1.0,False,0.9,251933730,0.5093,50483003,1513624474276532224,0.0,0.477,0.523,"  Welcome, Kayleigh!",Mention,Female,True
301,Negative,-0.1444444444444444,False,0.5111111111111111,256087946,0.68,50483003,1513352832258293761,0.0,0.804,0.196, yes! My late grandma was his late father’s older sister….he told my dear Soror Andrea Sawyer that he held me when I was a baby lol…,Mention,Female,True
302,Negative,-0.5,False,1.0,2733444825,-0.5256,50483003,1512941441919635461,0.326,0.674,0.0, So sad to learn of this news.,Mention,Female,True
303,Neutral,0.0,False,0.0,103930011,0.0,50483003,1512636827865395200,0.0,1.0,0.0,    https://t.co/UneF4h32RC,Mention,Female,True
304,Neutral,0.0,False,0.0,49024620,0.0,50483003,1512623505979891714,0.0,1.0,0.0,   DONE,Mention,Female,True
305,Neutral,0.0,False,0.0,256087946,0.0,50483003,1512621896717807625,0.0,1.0,0.0,   next time y’all writing a book loop me in!,Mention,Female,True
306,Neutral,0.0,False,0.0,49024620,0.0,50483003,1512617657572499460,0.0,1.0,0.0,  ACA session on  book Antiracist Counseling in Schools and Communities https://t.co/xhQJfvQjD6,Mention,Female,True
307,Neutral,0.0,False,0.0,69062309,-0.4184,50483003,1512617176070430720,0.285,0.715,0.0,_Robertson84      I missed this!! 🥺,Mention,Female,True
308,Positive,0.43125,False,0.7375,1268352910993350656,0.9391,50483003,1512524121678258176,0.0,0.562,0.438,_Robertson84     It was great sharing this powerful book with such an engaging audience!  I hope we can do this again all together!,Mention,Female,True
309,Neutral,0.0,False,0.0,56376988,0.0,50483003,1512511503223644163,0.0,1.0,0.0,    ❤️,Mention,Female,True
310,Positive,0.3125,False,0.2,49024620,0.3147,50483003,1512501852033716224,0.086,0.779,0.136,Thanks to those who came to our session! We missed   and the rest of our authors!   antiracistsc https://t.co/hJeBxKCyot,Mention,Female,True
311,Positive,0.25,False,0.65,752672233,0.6327,50483003,1512455734704984069,0.093,0.738,0.169,_Robertson84      Sorry I am not there to honor such a remarkable book led by  and be in community with my coauthors notably  and Dr. Joseph Williams. Enjoy ACA and hotlanta!,Mention,Female,True
312,Negative,-0.2027777777777777,False,0.1694444444444444,56376988,0.6948,50483003,1512447472123232257,0.064,0.722,0.214,"_Robertson84     Missing you all! Bummed I couldn’t be there, but thankful for our co-presenters holding it down.",Mention,Female,True
313,Negative,-0.2215277777777778,False,0.1694444444444444,395462860,-0.2924,50483003,1512446805933441032,0.09,0.91,0.0,Missing  and  but    are holding down the fort! antiracistsc scchat I'm still getting my book signed! fangirl https://t.co/bv48iSW5O1,Mention,Female,True
314,Neutral,0.0,False,0.0,56376988,0.0,50483003,1512395396689051653,0.0,1.0,0.0,      Oh wow…,Mention,Female,True
315,Neutral,0.0,False,0.0,256087946,0.4019,50483003,1512235082718887937,0.0,0.787,0.213,  I wish both of y’all could be here for BAW…,Mention,Female,True
316,Neutral,0.0,False,0.0,56376988,0.2263,50483003,1512233204534718503,0.061,0.843,0.096,"Will miss seeing my counseling peeps and talking about the privilege of having a chapter in  book, Antiracist Counseling in Schools and communities. https://t.co/8yBsibDyvP",Mention,Female,True
317,Positive,0.41,False,0.6599999999999999,139201492,0.7881,50483003,1512138541886627841,0.0,0.683,0.317, It’s so satisfying.  Her being the most popular candidate in a long while makes it more so.,Mention,Female,True
318,Neutral,0.0,False,0.0,1491673968,0.0,50483003,1511843269449240576,0.0,1.0,0.0,   _ob    https://t.co/FYDYDp6uF5,Mention,Female,True
319,Positive,0.9765625,False,0.6,3587838195,0.7249,50483003,1511506802508283907,0.0,0.371,0.629,  Love it!!!,Mention,Female,True
320,Neutral,0.0,False,0.0,324823528,0.0,50483003,1511293473437233155,0.0,1.0,0.0,              _ajii        🙌🏽🙌🏽🙌🏽,Mention,Female,True
321,Neutral,0.0,False,0.0,1466874024487751686,0.6546,50483003,1511285762947432450,0.0,0.829,0.171,"El pueblo unido, jamás será vencido 🙏🏾♥️✊🏾

The people united will never be defeated.

RepresentationMatters

            https://t.co/tNbwn6LgsH",Mention,Female,True
322,Positive,0.9,False,0.775,395462860,0.8798,50483003,1511168799055224833,0.0,0.621,0.379,       I felt so knowledgeable!! It was great and they loved it!!,Mention,Female,True
323,Positive,0.7000000000000001,True,0.8083333333333332,49024620,0.695,50483003,1511168361601847297,0.0,0.816,0.184,_Robertson84       Isn’t it amazing to be able to tag all these incredible humans and scholars together?!?!,Mention,Female,True
324,Positive,0.375,False,0.4875,395462860,0.4926,50483003,1511157185698480133,0.0,0.914,0.086,"Today I used  work to discuss race consciousness with my class. Told them about     and  's books,  upcoming workshop at their school, and other literature. It was a good conversation! counselored antiracistsc",Mention,Female,True
325,Positive,0.13,False,0.3933333333333333,318036363,0.7772,50483003,1510455627738451970,0.0,0.847,0.153," I was pulling for NC! I was working on my dissertation for most of the game, but I had to watch the last few minutes. Both the Men and Women NCAA games have been amazing!",Mention,Female,True
326,Positive,0.5,False,1.0,213108499,0.5115,50483003,1510400263982653440,0.107,0.688,0.206, It doesn’t! (And it especially doesn’t stop us when our greatest mentors-heroes-inspirations remind us of that!) 💜💜,Mention,Female,True
327,Positive,0.2,False,0.95,1491673968,-0.8999,50483003,1509989801394683913,0.316,0.622,0.062, _SchoolofEd It is incredibly sad. It’s also an incredible moment for all to practice opening our hearts to the suffering of violence and move compassionately towards ending this source of suffering.,Mention,Female,True
